split,scenario_id,source_file,scenario_type,window_id,window_size,start_idx,end_idx,start_time_s,end_time_s,label_col,y_true,V_N2_t-23,V_N2_t-22,V_N2_t-21,V_N2_t-20,V_N2_t-19,V_N2_t-18,V_N2_t-17,V_N2_t-16,V_N2_t-15,V_N2_t-14,V_N2_t-13,V_N2_t-12,V_N2_t-11,V_N2_t-10,V_N2_t-9,V_N2_t-8,V_N2_t-7,V_N2_t-6,V_N2_t-5,V_N2_t-4,V_N2_t-3,V_N2_t-2,V_N2_t-1,V_N2_t-0
train,18,data_18.csv,onset_leak,18_110_133,24,110,133,66000,79800,leak_downstream_N2,1,169.0,169.0,169.0,169.0,147.89,147.89,147.89,147.89,147.89,147.89,123.0,123.0,123.0,123.0,123.0,123.0,108.04,108.04,108.04,108.04,108.04,108.04,89.724,89.724
train,18,data_18.csv,onset_leak,18_111_134,24,111,134,66600,80400,leak_downstream_N2,1,169.0,169.0,169.0,147.89,147.89,147.89,147.89,147.89,147.89,123.0,123.0,123.0,123.0,123.0,123.0,108.04,108.04,108.04,108.04,108.04,108.04,89.724,89.724,89.724
train,18,data_18.csv,onset_leak,18_112_135,24,112,135,67200,81000,leak_downstream_N2,1,169.0,169.0,147.89,147.89,147.89,147.89,147.89,147.89,123.0,123.0,123.0,123.0,123.0,123.0,108.04,108.04,108.04,108.04,108.04,108.04,89.724,89.724,89.724,89.724
train,18,data_18.csv,onset_leak,18_113_136,24,113,136,67800,81600,leak_downstream_N2,1,169.0,147.89,147.89,147.89,147.89,147.89,147.89,123.0,123.0,123.0,123.0,123.0,123.0,108.04,108.04,108.04,108.04,108.04,108.04,89.724,89.724,89.724,89.724,89.724
train,18,data_18.csv,onset_leak,18_114_137,24,114,137,68400,82200,leak_downstream_N2,1,147.89,147.89,147.89,147.89,147.89,147.89,123.0,123.0,123.0,123.0,123.0,123.0,108.04,108.04,108.04,108.04,108.04,108.04,89.724,89.724,89.724,89.724,89.724,89.724
train,18,data_18.csv,onset_leak,18_115_138,24,115,138,69000,82800,leak_downstream_N2,1,147.89,147.89,147.89,147.89,147.89,123.0,123.0,123.0,123.0,123.0,123.0,108.04,108.04,108.04,108.04,108.04,108.04,89.724,89.724,89.724,89.724,89.724,89.724,70.0
train,18,data_18.csv,onset_leak,18_116_139,24,116,139,69600,83400,leak_downstream_N2,1,147.89,147.89,147.89,147.89,123.0,123.0,123.0,123.0,123.0,123.0,108.04,108.04,108.04,108.04,108.04,108.04,89.724,89.724,89.724,89.724,89.724,89.724,70.0,70.0
train,18,data_18.csv,onset_leak,18_117_140,24,117,140,70200,84000,leak_downstream_N2,1,147.89,147.89,147.89,123.0,123.0,123.0,123.0,123.0,123.0,108.04,108.04,108.04,108.04,108.04,108.04,89.724,89.724,89.724,89.724,89.724,89.724,70.0,70.0,70.0
train,18,data_18.csv,onset_leak,18_118_141,24,118,141,70800,84600,leak_downstream_N2,1,147.89,147.89,123.0,123.0,123.0,123.0,123.0,123.0,108.04,108.04,108.04,108.04,108.04,108.04,89.724,89.724,89.724,89.724,89.724,89.724,70.0,70.0,70.0,70.0
train,18,data_18.csv,onset_leak,18_119_142,24,119,142,71400,85200,leak_downstream_N2,1,147.89,123.0,123.0,123.0,123.0,123.0,123.0,108.04,108.04,108.04,108.04,108.04,108.04,89.724,89.724,89.724,89.724,89.724,89.724,70.0,70.0,70.0,70.0,70.0
train,18,data_18.csv,onset_leak,18_120_143,24,120,143,72000,85800,leak_downstream_N2,1,123.0,123.0,123.0,123.0,123.0,123.0,108.04,108.04,108.04,108.04,108.04,108.04,89.724,89.724,89.724,89.724,89.724,89.724,70.0,70.0,70.0,70.0,70.0,70.0
train,18,data_18.csv,onset_leak,18_121_144,24,121,144,72600,86400,leak_downstream_N2,1,123.0,123.0,123.0,123.0,123.0,108.04,108.04,108.04,108.04,108.04,108.04,89.724,89.724,89.724,89.724,89.724,89.724,70.0,70.0,70.0,70.0,70.0,70.0,20.5
train,20,data_20.csv,onset_leak,20_0_23,24,0,23,0,13800,leak_downstream_N2,0,21.5,21.5,21.5,21.5,21.5,21.5,16.97,16.97,16.97,16.97,16.97,16.97,18.495,18.495,18.495,18.495,18.495,18.495,21.259,21.259,21.259,21.259,21.259,21.259
train,20,data_20.csv,onset_leak,20_1_24,24,1,24,600,14400,leak_downstream_N2,0,21.5,21.5,21.5,21.5,21.5,16.97,16.97,16.97,16.97,16.97,16.97,18.495,18.495,18.495,18.495,18.495,18.495,21.259,21.259,21.259,21.259,21.259,21.259,29.45
train,20,data_20.csv,onset_leak,20_2_25,24,2,25,1200,15000,leak_downstream_N2,0,21.5,21.5,21.5,21.5,16.97,16.97,16.97,16.97,16.97,16.97,18.495,18.495,18.495,18.495,18.495,18.495,21.259,21.259,21.259,21.259,21.259,21.259,29.45,29.45
train,20,data_20.csv,onset_leak,20_3_26,24,3,26,1800,15600,leak_downstream_N2,0,21.5,21.5,21.5,16.97,16.97,16.97,16.97,16.97,16.97,18.495,18.495,18.495,18.495,18.495,18.495,21.259,21.259,21.259,21.259,21.259,21.259,29.45,29.45,29.45
train,20,data_20.csv,onset_leak,20_4_27,24,4,27,2400,16200,leak_downstream_N2,0,21.5,21.5,16.97,16.97,16.97,16.97,16.97,16.97,18.495,18.495,18.495,18.495,18.495,18.495,21.259,21.259,21.259,21.259,21.259,21.259,29.45,29.45,29.45,29.45
train,20,data_20.csv,onset_leak,20_5_28,24,5,28,3000,16800,leak_downstream_N2,0,21.5,16.97,16.97,16.97,16.97,16.97,16.97,18.495,18.495,18.495,18.495,18.495,18.495,21.259,21.259,21.259,21.259,21.259,21.259,29.45,29.45,29.45,29.45,29.45
train,20,data_20.csv,onset_leak,20_6_29,24,6,29,3600,17400,leak_downstream_N2,0,16.97,16.97,16.97,16.97,16.97,16.97,18.495,18.495,18.495,18.495,18.495,18.495,21.259,21.259,21.259,21.259,21.259,21.259,29.45,29.45,29.45,29.45,29.45,29.45
train,20,data_20.csv,onset_leak,20_7_30,24,7,30,4200,18000,leak_downstream_N2,0,16.97,16.97,16.97,16.97,16.97,18.495,18.495,18.495,18.495,18.495,18.495,21.259,21.259,21.259,21.259,21.259,21.259,29.45,29.45,29.45,29.45,29.45,29.45,39.202
train,20,data_20.csv,onset_leak,20_8_31,24,8,31,4800,18600,leak_downstream_N2,0,16.97,16.97,16.97,16.97,18.495,18.495,18.495,18.495,18.495,18.495,21.259,21.259,21.259,21.259,21.259,21.259,29.45,29.45,29.45,29.45,29.45,29.45,39.202,39.202
train,20,data_20.csv,onset_leak,20_9_32,24,9,32,5400,19200,leak_downstream_N2,0,16.97,16.97,16.97,18.495,18.495,18.495,18.495,18.495,18.495,21.259,21.259,21.259,21.259,21.259,21.259,29.45,29.45,29.45,29.45,29.45,29.45,39.202,39.202,39.202
train,20,data_20.csv,onset_leak,20_10_33,24,10,33,6000,19800,leak_downstream_N2,0,16.97,16.97,18.495,18.495,18.495,18.495,18.495,18.495,21.259,21.259,21.259,21.259,21.259,21.259,29.45,29.45,29.45,29.45,29.45,29.45,39.202,39.202,39.202,39.202
train,20,data_20.csv,onset_leak,20_11_34,24,11,34,6600,20400,leak_downstream_N2,0,16.97,18.495,18.495,18.495,18.495,18.495,18.495,21.259,21.259,21.259,21.259,21.259,21.259,29.45,29.45,29.45,29.45,29.45,29.45,39.202,39.202,39.202,39.202,39.202
train,20,data_20.csv,onset_leak,20_12_35,24,12,35,7200,21000,leak_downstream_N2,0,18.495,18.495,18.495,18.495,18.495,18.495,21.259,21.259,21.259,21.259,21.259,21.259,29.45,29.45,29.45,29.45,29.45,29.45,39.202,39.202,39.202,39.202,39.202,39.202
train,20,data_20.csv,onset_leak,20_13_36,24,13,36,7800,21600,leak_downstream_N2,0,18.495,18.495,18.495,18.495,18.495,21.259,21.259,21.259,21.259,21.259,21.259,29.45,29.45,29.45,29.45,29.45,29.45,39.202,39.202,39.202,39.202,39.202,39.202,49.102
train,20,data_20.csv,onset_leak,20_14_37,24,14,37,8400,22200,leak_downstream_N2,0,18.495,18.495,18.495,18.495,21.259,21.259,21.259,21.259,21.259,21.259,29.45,29.45,29.45,29.45,29.45,29.45,39.202,39.202,39.202,39.202,39.202,39.202,49.102,49.102
train,20,data_20.csv,onset_leak,20_15_38,24,15,38,9000,22800,leak_downstream_N2,0,18.495,18.495,18.495,21.259,21.259,21.259,21.259,21.259,21.259,29.45,29.45,29.45,29.45,29.45,29.45,39.202,39.202,39.202,39.202,39.202,39.202,49.102,49.102,49.102
train,20,data_20.csv,onset_leak,20_16_39,24,16,39,9600,23400,leak_downstream_N2,0,18.495,18.495,21.259,21.259,21.259,21.259,21.259,21.259,29.45,29.45,29.45,29.45,29.45,29.45,39.202,39.202,39.202,39.202,39.202,39.202,49.102,49.102,49.102,49.102
train,20,data_20.csv,onset_leak,20_17_40,24,17,40,10200,24000,leak_downstream_N2,0,18.495,21.259,21.259,21.259,21.259,21.259,21.259,29.45,29.45,29.45,29.45,29.45,29.45,39.202,39.202,39.202,39.202,39.202,39.202,49.102,49.102,49.102,49.102,49.102
train,20,data_20.csv,onset_leak,20_18_41,24,18,41,10800,24600,leak_downstream_N2,0,21.259,21.259,21.259,21.259,21.259,21.259,29.45,29.45,29.45,29.45,29.45,29.45,39.202,39.202,39.202,39.202,39.202,39.202,49.102,49.102,49.102,49.102,49.102,49.102
train,20,data_20.csv,onset_leak,20_19_42,24,19,42,11400,25200,leak_downstream_N2,0,21.259,21.259,21.259,21.259,21.259,29.45,29.45,29.45,29.45,29.45,29.45,39.202,39.202,39.202,39.202,39.202,39.202,49.102,49.102,49.102,49.102,49.102,49.102,64.0
train,20,data_20.csv,onset_leak,20_20_43,24,20,43,12000,25800,leak_downstream_N2,0,21.259,21.259,21.259,21.259,29.45,29.45,29.45,29.45,29.45,29.45,39.202,39.202,39.202,39.202,39.202,39.202,49.102,49.102,49.102,49.102,49.102,49.102,64.0,64.0
train,20,data_20.csv,onset_leak,20_21_44,24,21,44,12600,26400,leak_downstream_N2,0,21.259,21.259,21.259,29.45,29.45,29.45,29.45,29.45,29.45,39.202,39.202,39.202,39.202,39.202,39.202,49.102,49.102,49.102,49.102,49.102,49.102,64.0,64.0,64.0
train,20,data_20.csv,onset_leak,20_22_45,24,22,45,13200,27000,leak_downstream_N2,0,21.259,21.259,29.45,29.45,29.45,29.45,29.45,29.45,39.202,39.202,39.202,39.202,39.202,39.202,49.102,49.102,49.102,49.102,49.102,49.102,64.0,64.0,64.0,64.0
train,20,data_20.csv,onset_leak,20_23_46,24,23,46,13800,27600,leak_downstream_N2,0,21.259,29.45,29.45,29.45,29.45,29.45,29.45,39.202,39.202,39.202,39.202,39.202,39.202,49.102,49.102,49.102,49.102,49.102,49.102,64.0,64.0,64.0,64.0,64.0
train,20,data_20.csv,onset_leak,20_24_47,24,24,47,14400,28200,leak_downstream_N2,0,29.45,29.45,29.45,29.45,29.45,29.45,39.202,39.202,39.202,39.202,39.202,39.202,49.102,49.102,49.102,49.102,49.102,49.102,64.0,64.0,64.0,64.0,64.0,64.0
train,20,data_20.csv,onset_leak,20_25_48,24,25,48,15000,28800,leak_downstream_N2,0,29.45,29.45,29.45,29.45,29.45,39.202,39.202,39.202,39.202,39.202,39.202,49.102,49.102,49.102,49.102,49.102,49.102,64.0,64.0,64.0,64.0,64.0,64.0,81.35
train,20,data_20.csv,onset_leak,20_26_49,24,26,49,15600,29400,leak_downstream_N2,0,29.45,29.45,29.45,29.45,39.202,39.202,39.202,39.202,39.202,39.202,49.102,49.102,49.102,49.102,49.102,49.102,64.0,64.0,64.0,64.0,64.0,64.0,81.35,81.35
train,20,data_20.csv,onset_leak,20_27_50,24,27,50,16200,30000,leak_downstream_N2,0,29.45,29.45,29.45,39.202,39.202,39.202,39.202,39.202,39.202,49.102,49.102,49.102,49.102,49.102,49.102,64.0,64.0,64.0,64.0,64.0,64.0,81.35,81.35,81.35
train,20,data_20.csv,onset_leak,20_28_51,24,28,51,16800,30600,leak_downstream_N2,0,29.45,29.45,39.202,39.202,39.202,39.202,39.202,39.202,49.102,49.102,49.102,49.102,49.102,49.102,64.0,64.0,64.0,64.0,64.0,64.0,81.35,81.35,81.35,81.35
train,20,data_20.csv,onset_leak,20_29_52,24,29,52,17400,31200,leak_downstream_N2,0,29.45,39.202,39.202,39.202,39.202,39.202,39.202,49.102,49.102,49.102,49.102,49.102,49.102,64.0,64.0,64.0,64.0,64.0,64.0,81.35,81.35,81.35,81.35,81.35
train,20,data_20.csv,onset_leak,20_30_53,24,30,53,18000,31800,leak_downstream_N2,0,39.202,39.202,39.202,39.202,39.202,39.202,49.102,49.102,49.102,49.102,49.102,49.102,64.0,64.0,64.0,64.0,64.0,64.0,81.35,81.35,81.35,81.35,81.35,81.35
train,20,data_20.csv,onset_leak,20_31_54,24,31,54,18600,32400,leak_downstream_N2,0,39.202,39.202,39.202,39.202,39.202,49.102,49.102,49.102,49.102,49.102,49.102,64.0,64.0,64.0,64.0,64.0,64.0,81.35,81.35,81.35,81.35,81.35,81.35,92.138
train,20,data_20.csv,onset_leak,20_32_55,24,32,55,19200,33000,leak_downstream_N2,0,39.202,39.202,39.202,39.202,49.102,49.102,49.102,49.102,49.102,49.102,64.0,64.0,64.0,64.0,64.0,64.0,81.35,81.35,81.35,81.35,81.35,81.35,92.138,92.138
train,20,data_20.csv,onset_leak,20_33_56,24,33,56,19800,33600,leak_downstream_N2,0,39.202,39.202,39.202,49.102,49.102,49.102,49.102,49.102,49.102,64.0,64.0,64.0,64.0,64.0,64.0,81.35,81.35,81.35,81.35,81.35,81.35,92.138,92.138,92.138
train,20,data_20.csv,onset_leak,20_34_57,24,34,57,20400,34200,leak_downstream_N2,0,39.202,39.202,49.102,49.102,49.102,49.102,49.102,49.102,64.0,64.0,64.0,64.0,64.0,64.0,81.35,81.35,81.35,81.35,81.35,81.35,92.138,92.138,92.138,92.138
train,20,data_20.csv,onset_leak,20_35_58,24,35,58,21000,34800,leak_downstream_N2,0,39.202,49.102,49.102,49.102,49.102,49.102,49.102,64.0,64.0,64.0,64.0,64.0,64.0,81.35,81.35,81.35,81.35,81.35,81.35,92.138,92.138,92.138,92.138,92.138
train,20,data_20.csv,onset_leak,20_36_59,24,36,59,21600,35400,leak_downstream_N2,0,49.102,49.102,49.102,49.102,49.102,49.102,64.0,64.0,64.0,64.0,64.0,64.0,81.35,81.35,81.35,81.35,81.35,81.35,92.138,92.138,92.138,92.138,92.138,92.138
train,20,data_20.csv,onset_leak,20_37_60,24,37,60,22200,36000,leak_downstream_N2,0,49.102,49.102,49.102,49.102,49.102,64.0,64.0,64.0,64.0,64.0,64.0,81.35,81.35,81.35,81.35,81.35,81.35,92.138,92.138,92.138,92.138,92.138,92.138,105.01
train,20,data_20.csv,onset_leak,20_38_61,24,38,61,22800,36600,leak_downstream_N2,0,49.102,49.102,49.102,49.102,64.0,64.0,64.0,64.0,64.0,64.0,81.35,81.35,81.35,81.35,81.35,81.35,92.138,92.138,92.138,92.138,92.138,92.138,105.01,105.01
train,20,data_20.csv,onset_leak,20_39_62,24,39,62,23400,37200,leak_downstream_N2,0,49.102,49.102,49.102,64.0,64.0,64.0,64.0,64.0,64.0,81.35,81.35,81.35,81.35,81.35,81.35,92.138,92.138,92.138,92.138,92.138,92.138,105.01,105.01,105.01
train,20,data_20.csv,onset_leak,20_40_63,24,40,63,24000,37800,leak_downstream_N2,0,49.102,49.102,64.0,64.0,64.0,64.0,64.0,64.0,81.35,81.35,81.35,81.35,81.35,81.35,92.138,92.138,92.138,92.138,92.138,92.138,105.01,105.01,105.01,105.01
train,20,data_20.csv,onset_leak,20_41_64,24,41,64,24600,38400,leak_downstream_N2,0,49.102,64.0,64.0,64.0,64.0,64.0,64.0,81.35,81.35,81.35,81.35,81.35,81.35,92.138,92.138,92.138,92.138,92.138,92.138,105.01,105.01,105.01,105.01,105.01
train,20,data_20.csv,onset_leak,20_42_65,24,42,65,25200,39000,leak_downstream_N2,0,64.0,64.0,64.0,64.0,64.0,64.0,81.35,81.35,81.35,81.35,81.35,81.35,92.138,92.138,92.138,92.138,92.138,92.138,105.01,105.01,105.01,105.01,105.01,105.01
train,20,data_20.csv,onset_leak,20_43_66,24,43,66,25800,39600,leak_downstream_N2,0,64.0,64.0,64.0,64.0,64.0,81.35,81.35,81.35,81.35,81.35,81.35,92.138,92.138,92.138,92.138,92.138,92.138,105.01,105.01,105.01,105.01,105.01,105.01,127.11
train,20,data_20.csv,onset_leak,20_44_67,24,44,67,26400,40200,leak_downstream_N2,0,64.0,64.0,64.0,64.0,81.35,81.35,81.35,81.35,81.35,81.35,92.138,92.138,92.138,92.138,92.138,92.138,105.01,105.01,105.01,105.01,105.01,105.01,127.11,127.11
train,20,data_20.csv,onset_leak,20_45_68,24,45,68,27000,40800,leak_downstream_N2,0,64.0,64.0,64.0,81.35,81.35,81.35,81.35,81.35,81.35,92.138,92.138,92.138,92.138,92.138,92.138,105.01,105.01,105.01,105.01,105.01,105.01,127.11,127.11,127.11
train,20,data_20.csv,onset_leak,20_46_69,24,46,69,27600,41400,leak_downstream_N2,0,64.0,64.0,81.35,81.35,81.35,81.35,81.35,81.35,92.138,92.138,92.138,92.138,92.138,92.138,105.01,105.01,105.01,105.01,105.01,105.01,127.11,127.11,127.11,127.11
train,20,data_20.csv,onset_leak,20_47_70,24,47,70,28200,42000,leak_downstream_N2,0,64.0,81.35,81.35,81.35,81.35,81.35,81.35,92.138,92.138,92.138,92.138,92.138,92.138,105.01,105.01,105.01,105.01,105.01,105.01,127.11,127.11,127.11,127.11,127.11
train,20,data_20.csv,onset_leak,20_48_71,24,48,71,28800,42600,leak_downstream_N2,0,81.35,81.35,81.35,81.35,81.35,81.35,92.138,92.138,92.138,92.138,92.138,92.138,105.01,105.01,105.01,105.01,105.01,105.01,127.11,127.11,127.11,127.11,127.11,127.11
train,20,data_20.csv,onset_leak,20_49_72,24,49,72,29400,43200,leak_downstream_N2,1,81.35,81.35,81.35,81.35,81.35,92.138,92.138,92.138,92.138,92.138,92.138,105.01,105.01,105.01,105.01,105.01,105.01,127.11,127.11,127.11,127.11,127.11,127.11,185.57
train,20,data_20.csv,onset_leak,20_50_73,24,50,73,30000,43800,leak_downstream_N2,1,81.35,81.35,81.35,81.35,92.138,92.138,92.138,92.138,92.138,92.138,105.01,105.01,105.01,105.01,105.01,105.01,127.11,127.11,127.11,127.11,127.11,127.11,185.57,185.57
train,20,data_20.csv,onset_leak,20_51_74,24,51,74,30600,44400,leak_downstream_N2,1,81.35,81.35,81.35,92.138,92.138,92.138,92.138,92.138,92.138,105.01,105.01,105.01,105.01,105.01,105.01,127.11,127.11,127.11,127.11,127.11,127.11,185.57,185.57,185.57
train,20,data_20.csv,onset_leak,20_52_75,24,52,75,31200,45000,leak_downstream_N2,1,81.35,81.35,92.138,92.138,92.138,92.138,92.138,92.138,105.01,105.01,105.01,105.01,105.01,105.01,127.11,127.11,127.11,127.11,127.11,127.11,185.57,185.57,185.57,185.57
train,20,data_20.csv,onset_leak,20_53_76,24,53,76,31800,45600,leak_downstream_N2,1,81.35,92.138,92.138,92.138,92.138,92.138,92.138,105.01,105.01,105.01,105.01,105.01,105.01,127.11,127.11,127.11,127.11,127.11,127.11,185.57,185.57,185.57,185.57,185.57
train,20,data_20.csv,onset_leak,20_54_77,24,54,77,32400,46200,leak_downstream_N2,1,92.138,92.138,92.138,92.138,92.138,92.138,105.01,105.01,105.01,105.01,105.01,105.01,127.11,127.11,127.11,127.11,127.11,127.11,185.57,185.57,185.57,185.57,185.57,185.57
train,20,data_20.csv,onset_leak,20_55_78,24,55,78,33000,46800,leak_downstream_N2,1,92.138,92.138,92.138,92.138,92.138,105.01,105.01,105.01,105.01,105.01,105.01,127.11,127.11,127.11,127.11,127.11,127.11,185.57,185.57,185.57,185.57,185.57,185.57,191.94
train,20,data_20.csv,onset_leak,20_56_79,24,56,79,33600,47400,leak_downstream_N2,1,92.138,92.138,92.138,92.138,105.01,105.01,105.01,105.01,105.01,105.01,127.11,127.11,127.11,127.11,127.11,127.11,185.57,185.57,185.57,185.57,185.57,185.57,191.94,191.94
train,20,data_20.csv,onset_leak,20_57_80,24,57,80,34200,48000,leak_downstream_N2,1,92.138,92.138,92.138,105.01,105.01,105.01,105.01,105.01,105.01,127.11,127.11,127.11,127.11,127.11,127.11,185.57,185.57,185.57,185.57,185.57,185.57,191.94,191.94,191.94
train,20,data_20.csv,onset_leak,20_58_81,24,58,81,34800,48600,leak_downstream_N2,1,92.138,92.138,105.01,105.01,105.01,105.01,105.01,105.01,127.11,127.11,127.11,127.11,127.11,127.11,185.57,185.57,185.57,185.57,185.57,185.57,191.94,191.94,191.94,191.94
train,20,data_20.csv,onset_leak,20_59_82,24,59,82,35400,49200,leak_downstream_N2,1,92.138,105.01,105.01,105.01,105.01,105.01,105.01,127.11,127.11,127.11,127.11,127.11,127.11,185.57,185.57,185.57,185.57,185.57,185.57,191.94,191.94,191.94,191.94,191.94
train,20,data_20.csv,onset_leak,20_60_83,24,60,83,36000,49800,leak_downstream_N2,1,105.01,105.01,105.01,105.01,105.01,105.01,127.11,127.11,127.11,127.11,127.11,127.11,185.57,185.57,185.57,185.57,185.57,185.57,191.94,191.94,191.94,191.94,191.94,191.94
train,20,data_20.csv,onset_leak,20_61_84,24,61,84,36600,50400,leak_downstream_N2,1,105.01,105.01,105.01,105.01,105.01,127.11,127.11,127.11,127.11,127.11,127.11,185.57,185.57,185.57,185.57,185.57,185.57,191.94,191.94,191.94,191.94,191.94,191.94,185.0
train,20,data_20.csv,onset_leak,20_62_85,24,62,85,37200,51000,leak_downstream_N2,1,105.01,105.01,105.01,105.01,127.11,127.11,127.11,127.11,127.11,127.11,185.57,185.57,185.57,185.57,185.57,185.57,191.94,191.94,191.94,191.94,191.94,191.94,185.0,185.0
train,20,data_20.csv,onset_leak,20_63_86,24,63,86,37800,51600,leak_downstream_N2,1,105.01,105.01,105.01,127.11,127.11,127.11,127.11,127.11,127.11,185.57,185.57,185.57,185.57,185.57,185.57,191.94,191.94,191.94,191.94,191.94,191.94,185.0,185.0,185.0
train,20,data_20.csv,onset_leak,20_64_87,24,64,87,38400,52200,leak_downstream_N2,1,105.01,105.01,127.11,127.11,127.11,127.11,127.11,127.11,185.57,185.57,185.57,185.57,185.57,185.57,191.94,191.94,191.94,191.94,191.94,191.94,185.0,185.0,185.0,185.0
train,20,data_20.csv,onset_leak,20_65_88,24,65,88,39000,52800,leak_downstream_N2,1,105.01,127.11,127.11,127.11,127.11,127.11,127.11,185.57,185.57,185.57,185.57,185.57,185.57,191.94,191.94,191.94,191.94,191.94,191.94,185.0,185.0,185.0,185.0,185.0
train,20,data_20.csv,onset_leak,20_66_89,24,66,89,39600,53400,leak_downstream_N2,1,127.11,127.11,127.11,127.11,127.11,127.11,185.57,185.57,185.57,185.57,185.57,185.57,191.94,191.94,191.94,191.94,191.94,191.94,185.0,185.0,185.0,185.0,185.0,185.0
train,20,data_20.csv,onset_leak,20_67_90,24,67,90,40200,54000,leak_downstream_N2,1,127.11,127.11,127.11,127.11,127.11,185.57,185.57,185.57,185.57,185.57,185.57,191.94,191.94,191.94,191.94,191.94,191.94,185.0,185.0,185.0,185.0,185.0,185.0,164.93
train,20,data_20.csv,onset_leak,20_68_91,24,68,91,40800,54600,leak_downstream_N2,1,127.11,127.11,127.11,127.11,185.57,185.57,185.57,185.57,185.57,185.57,191.94,191.94,191.94,191.94,191.94,191.94,185.0,185.0,185.0,185.0,185.0,185.0,164.93,164.93
train,20,data_20.csv,onset_leak,20_69_92,24,69,92,41400,55200,leak_downstream_N2,1,127.11,127.11,127.11,185.57,185.57,185.57,185.57,185.57,185.57,191.94,191.94,191.94,191.94,191.94,191.94,185.0,185.0,185.0,185.0,185.0,185.0,164.93,164.93,164.93
train,20,data_20.csv,onset_leak,20_70_93,24,70,93,42000,55800,leak_downstream_N2,1,127.11,127.11,185.57,185.57,185.57,185.57,185.57,185.57,191.94,191.94,191.94,191.94,191.94,191.94,185.0,185.0,185.0,185.0,185.0,185.0,164.93,164.93,164.93,164.93
train,20,data_20.csv,onset_leak,20_71_94,24,71,94,42600,56400,leak_downstream_N2,1,127.11,185.57,185.57,185.57,185.57,185.57,185.57,191.94,191.94,191.94,191.94,191.94,191.94,185.0,185.0,185.0,185.0,185.0,185.0,164.93,164.93,164.93,164.93,164.93
train,20,data_20.csv,onset_leak,20_72_95,24,72,95,43200,57000,leak_downstream_N2,1,185.57,185.57,185.57,185.57,185.57,185.57,191.94,191.94,191.94,191.94,191.94,191.94,185.0,185.0,185.0,185.0,185.0,185.0,164.93,164.93,164.93,164.93,164.93,164.93
train,20,data_20.csv,onset_leak,20_73_96,24,73,96,43800,57600,leak_downstream_N2,1,185.57,185.57,185.57,185.57,185.57,191.94,191.94,191.94,191.94,191.94,191.94,185.0,185.0,185.0,185.0,185.0,185.0,164.93,164.93,164.93,164.93,164.93,164.93,146.11
train,20,data_20.csv,onset_leak,20_74_97,24,74,97,44400,58200,leak_downstream_N2,1,185.57,185.57,185.57,185.57,191.94,191.94,191.94,191.94,191.94,191.94,185.0,185.0,185.0,185.0,185.0,185.0,164.93,164.93,164.93,164.93,164.93,164.93,146.11,146.11
train,20,data_20.csv,onset_leak,20_75_98,24,75,98,45000,58800,leak_downstream_N2,1,185.57,185.57,185.57,191.94,191.94,191.94,191.94,191.94,191.94,185.0,185.0,185.0,185.0,185.0,185.0,164.93,164.93,164.93,164.93,164.93,164.93,146.11,146.11,146.11
train,20,data_20.csv,onset_leak,20_76_99,24,76,99,45600,59400,leak_downstream_N2,1,185.57,185.57,191.94,191.94,191.94,191.94,191.94,191.94,185.0,185.0,185.0,185.0,185.0,185.0,164.93,164.93,164.93,164.93,164.93,164.93,146.11,146.11,146.11,146.11
train,20,data_20.csv,onset_leak,20_77_100,24,77,100,46200,60000,leak_downstream_N2,1,185.57,191.94,191.94,191.94,191.94,191.94,191.94,185.0,185.0,185.0,185.0,185.0,185.0,164.93,164.93,164.93,164.93,164.93,164.93,146.11,146.11,146.11,146.11,146.11
train,20,data_20.csv,onset_leak,20_78_101,24,78,101,46800,60600,leak_downstream_N2,1,191.94,191.94,191.94,191.94,191.94,191.94,185.0,185.0,185.0,185.0,185.0,185.0,164.93,164.93,164.93,164.93,164.93,164.93,146.11,146.11,146.11,146.11,146.11,146.11
train,20,data_20.csv,onset_leak,20_79_102,24,79,102,47400,61200,leak_downstream_N2,1,191.94,191.94,191.94,191.94,191.94,185.0,185.0,185.0,185.0,185.0,185.0,164.93,164.93,164.93,164.93,164.93,164.93,146.11,146.11,146.11,146.11,146.11,146.11,142.36
train,20,data_20.csv,onset_leak,20_80_103,24,80,103,48000,61800,leak_downstream_N2,1,191.94,191.94,191.94,191.94,185.0,185.0,185.0,185.0,185.0,185.0,164.93,164.93,164.93,164.93,164.93,164.93,146.11,146.11,146.11,146.11,146.11,146.11,142.36,142.36
train,20,data_20.csv,onset_leak,20_81_104,24,81,104,48600,62400,leak_downstream_N2,1,191.94,191.94,191.94,185.0,185.0,185.0,185.0,185.0,185.0,164.93,164.93,164.93,164.93,164.93,164.93,146.11,146.11,146.11,146.11,146.11,146.11,142.36,142.36,142.36
train,20,data_20.csv,onset_leak,20_82_105,24,82,105,49200,63000,leak_downstream_N2,1,191.94,191.94,185.0,185.0,185.0,185.0,185.0,185.0,164.93,164.93,164.93,164.93,164.93,164.93,146.11,146.11,146.11,146.11,146.11,146.11,142.36,142.36,142.36,142.36
train,20,data_20.csv,onset_leak,20_83_106,24,83,106,49800,63600,leak_downstream_N2,1,191.94,185.0,185.0,185.0,185.0,185.0,185.0,164.93,164.93,164.93,164.93,164.93,164.93,146.11,146.11,146.11,146.11,146.11,146.11,142.36,142.36,142.36,142.36,142.36
